780	1.72537e-12	0.0001
781	1.70303e-12	0.0001
782	1.68104e-12	0.0001
783	1.65938e-12	0.0001
784	1.63806e-12	0.0001
785	1.61707e-12	0.0001
786	1.5964e-12	0.0001
787	1.57604e-12	0.0001
788	1.556e-12	0.0001
789	1.53626e-12	0.0001
790	1.51681e-12	0.0001
791	1.49767e-12	0.0001
792	1.47881e-12	0.0001
793	1.46023e-12	0.0001
794	1.44194e-12	0.0001
795	1.42392e-12	0.0001
796	1.40617e-12	0.0001
797	1.38868e-12	0.0001
798	1.37146e-12	0.0001
799	1.35449e-12	0.0001
800	1.33777e-12	0.0001
801	1.3213e-12	0.0001
802	1.30507e-12	0.0001
803	1.28908e-12	0.0001
804	1.27333e-12	0.0001
805	1.25781e-12	0.0001
806	1.24251e-12	0.0001
807	1.22744e-12	0.0001
808	1.21259e-12	0.0001
809	1.19795e-12	0.0001
810	1.18353e-12	0.0001
811	1.16931e-12	0.0001
812	1.1553e-12	0.0001
813	1.14149e-12	0.0001
814	1.12788e-12	0.0001
815	1.11446e-12	0.0001
816	1.10124e-12	0.0001
817	1.0882e-12	0.0001
818	1.07535e-12	0.0001
819	1.06269e-12	0.0001
820	1.0502e-12	0.0001
